company_id,company_name,broad_sector,pe_ratio,pb_ratio,ev_ebitda,FCF_yield_pct,5yr_median_PE,PE_vs_sector_median_pct,flag
ABB,Abbott India Ltd,Industrials,19.29,14.26,22.84,0.05910130624783241,49.83,-61.28838049367851,Discount
ABB,Abbott India Ltd,Industrials,19.29,14.26,22.84,0.30687672242110975,49.83,-61.28838049367851,Discount
ABB,Abbott India Ltd,Industrials,18.68,4.75,6.12,0.07993289549106125,49.83,-62.512542644992976,Discount
ABB,Abbott India Ltd,Industrials,18.68,4.75,6.12,0.3454483890578881,49.83,-62.512542644992976,Discount
ABB,Abbott India Ltd,Industrials,75.58,4.48,12.63,0.07895921007565868,49.83,51.67569737106162,Caution
ABB,Abbott India Ltd,Industrials,75.58,4.48,12.63,0.3930385081919432,49.83,51.67569737106162,Caution
ADANIENSOL,Adani Energy Solutions Ltd,Energy,76.72,12.85,34.64,1.5072217795699492,42.37,81.07151286287468,Caution
ADANIENSOL,Adani Energy Solutions Ltd,Energy,71.21,6.44,19.65,1.337562167094913,42.37,68.06702855794194,Caution
ADANIENSOL,Adani Energy Solutions Ltd,Energy,28.96,13.96,8.07,1.4345752227323312,42.37,-31.64975218314845,Discount
ADANIGREEN,Adani Green Energy Ltd,Energy,29.07,10.49,5.01,0.33479398282294665,42.37,-31.39013452914798,Discount
ADANIGREEN,Adani Green Energy Ltd,Energy,72.14,14.91,19.59,0.37967806855042124,42.37,70.26197781449139,Caution
ADANIGREEN,Adani Green Energy Ltd,Energy,17.73,4.85,6.97,0.3084273288575089,42.37,-58.15435449610573,Discount
ADANIGREEN,Adani Green Energy Ltd,Energy,9.89,6.92,25.56,1.6179860000671245,42.37,-76.65801274486664,Discount
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,77.47,0.9,30.06,1.2363533571198817,49.83,55.46859321693759,Caution
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,15.26,3.96,5.84,1.4199896605129056,49.83,-69.37587798514951,Discount
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,29.48,7.65,32.57,1.8751855980703553,49.83,-40.83885209713024,Discount
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,77.47,0.9,30.06,1.2363533571198817,49.83,55.46859321693759,Caution
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,15.26,3.96,5.84,1.4199896605129056,49.83,-69.37587798514951,Discount
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,29.48,7.65,32.57,1.8751855980703553,49.83,-40.83885209713024,Discount
ADANIPOWER,Adani Power Ltd,Energy,27.22,4.37,35.21,0.4721201480976103,42.37,-35.75643143733774,Discount
ADANIPOWER,Adani Power Ltd,Energy,66.83,5.7,27.87,0.5007755490711373,42.37,57.72952560774133,Caution
ADANIPOWER,Adani Power Ltd,Energy,66.6,14.89,6.04,0.711171669419018,42.37,57.18668869483125,Caution
AMBUJACEM,Ambuja Cements Ltd,Materials,79.32,9.29,17.71,0.4712148022924288,40.61,95.32134942132478,Caution
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,11.18,6.7,8.4,0.10960560472288731,37.955,-70.54406534053484,Discount
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,17.38,12.98,28.27,0.0952147987777324,37.955,-54.20893162956132,Discount
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,13.27,6.46,22.97,0.2644581664786269,40.61,-67.32331937946319,Discount
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,13.27,6.46,22.97,0.2644581664786269,40.61,-67.32331937946319,Discount
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,78.48,8.21,23.03,0.2901588013988191,40.61,93.25289337601578,Caution
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,78.48,8.21,23.03,0.2901588013988191,40.61,93.25289337601578,Caution
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,73.37,3.9,23.94,0.28701404663859764,40.61,80.66978576705246,Caution
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,73.37,3.9,23.94,0.28701404663859764,40.61,80.66978576705246,Caution
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,79.31,9.65,32.77,1.0959637845741703,44.144999999999996,79.6579454071809,Caution
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,79.31,9.65,32.77,1.0959637845741703,44.144999999999996,79.6579454071809,Caution
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,78.58,8.54,37.84,0.9548161009171681,44.144999999999996,78.00430399818781,Caution
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,78.58,8.54,37.84,0.9548161009171681,44.144999999999996,78.00430399818781,Caution
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,29.91,9.83,20.14,1.0030324985282584,44.144999999999996,-32.24600747536527,Discount
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,29.91,9.83,20.14,1.0030324985282584,44.144999999999996,-32.24600747536527,Discount
AXISBANK,Axis Bank Ltd,Financials,65.08,0.53,17.04,4.9943184209349685,37.82,72.07826546800634,Caution
AXISBANK,Axis Bank Ltd,Financials,60.2,4.08,30.21,1.6471917180561668,37.82,59.17503966155474,Caution
AXISBANK,Axis Bank Ltd,Financials,56.88,1.27,7.1,3.8323532005236416,37.82,50.39661554732946,Caution
BAJAJFINSV,Bajaj Finserv Ltd,Financials,59.39,12.5,8.52,-1.7930215961596472,37.82,57.033315705975674,Caution
BAJAJFINSV,Bajaj Finserv Ltd,Financials,76.89,13.57,9.02,-2.138967551569679,37.82,103.3051295610788,Caution
BAJAJFINSV,Bajaj Finserv Ltd,Financials,15.07,6.08,39.72,-3.6047221303509915,37.82,-60.15335801163405,Discount
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Financials,76.88,9.04,7.28,0.06190378485950724,37.82,103.27868852459015,Caution
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Financials,79.41,5.56,9.53,0.11545444601769254,37.82,109.96827075621363,Caution
BAJFINANCE,Bajaj Finance Ltd,Financials,58.62,5.53,16.56,-3.356572708040173,37.82,54.99735589635113,Caution
BAJFINANCE,Bajaj Finance Ltd,Financials,19.1,4.67,26.51,-2.2209929900805334,37.82,-49.49762030671602,Discount
BAJFINANCE,Bajaj Finance Ltd,Financials,69.2,4.11,15.96,-2.941852426897656,37.82,82.97197250132206,Caution
BANKBARODA,Bank of Baroda,Financials,71.63,11.42,18.25,3.9342749550141103,37.82,89.39714436805922,Caution
BANKBARODA,Bank of Baroda,Financials,67.24,12.42,14.95,-0.2078521528655805,37.82,77.78952934955049,Caution
BANKBARODA,Bank of Baroda,Financials,74.28,5.71,32.29,1.3101655831991117,37.82,96.40401903754628,Caution
BANKBARODA,Bank of Baroda,Financials,16.89,4.15,24.7,-1.061642582744582,37.82,-55.34108937070334,Discount
BHARTIARTL,Bharti Airtel Ltd,Communication Services,79.6,5.46,17.05,9.23810147918673,48.23,65.04250466514617,Caution
BHARTIARTL,Bharti Airtel Ltd,Communication Services,15.3,7.28,28.35,20.69134902874065,48.23,-68.27700601285505,Discount
BEL,Bharat Electronics Ltd,Industrials,18.0,12.66,25.88,0.11354535581549055,49.83,-63.87718242022877,Discount
BEL,Bharat Electronics Ltd,Industrials,17.89,9.22,23.14,0.3438932044119365,49.83,-64.09793297210516,Discount
BHEL,"Bharat Heavy Electricals Limited
",Industrials,23.85,9.42,38.85,0.14585859385022598,49.83,-52.13726670680313,Discount
BHEL,"Bharat Heavy Electricals Limited
",Industrials,31.13,9.5,34.44,-0.14838120906776192,49.83,-37.52759381898454,Discount
BHEL,"Bharat Heavy Electricals Limited
",Industrials,29.8,11.43,21.59,-0.6875240311683734,49.83,-40.19666867348986,Discount
BOSCHLTD,Bosch Ltd,Consumer Discretionary,21.27,6.04,18.2,0.014951480212264896,44.144999999999996,-51.81787291879034,Discount
BOSCHLTD,Bosch Ltd,Consumer Discretionary,28.16,4.01,5.63,0.05199542308360963,44.144999999999996,-36.21021633254048,Discount
BPCL,Bharat Petroleum Corporation Ltd,Energy,25.37,3.65,15.58,2.4331929585978216,42.37,-40.12272834552749,Discount
BPCL,Bharat Petroleum Corporation Ltd,Energy,12.13,1.78,14.21,4.485431078898876,42.37,-71.37125324522067,Discount
BPCL,Bharat Petroleum Corporation Ltd,Energy,24.26,4.29,7.37,3.71560310481613,42.37,-42.74250649044134,Discount
BPCL,Bharat Petroleum Corporation Ltd,Energy,68.15,0.72,26.59,7.667784038791442,42.37,60.844937455747015,Caution
BRITANNIA,Britannia Industries Ltd,Consumer Staples,18.2,4.8,10.98,0.7400594745877541,37.735,-51.76891480058301,Discount
BRITANNIA,Britannia Industries Ltd,Consumer Staples,73.25,8.4,21.29,0.4107634949552871,37.735,94.11686762952168,Caution
BRITANNIA,Britannia Industries Ltd,Consumer Staples,25.49,4.57,25.98,0.8861172370289241,37.735,-32.44998012455281,Discount
BRITANNIA,Britannia Industries Ltd,Consumer Staples,63.91,4.26,33.95,0.7923121639717275,37.735,69.36531071949118,Caution
CANBK,Canara Bank,Financials,24.47,4.6,11.33,6.648288755555323,37.82,-35.29878371232152,Discount
CANBK,Canara Bank,Financials,74.19,6.84,37.94,0.31726747021759505,37.82,96.1660497091486,Caution
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financials,18.46,1.7,37.73,-0.5759855720838062,37.82,-51.18984664198837,Discount
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financials,23.52,9.62,7.16,-0.7202167578941227,37.82,-37.81068217874141,Discount
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Financials,16.79,10.36,13.52,-3.6713475293064755,37.82,-55.60549973558964,Discount
CIPLA,"Cipla Ltd
",Healthcare,61.2,2.74,26.27,0.4783613078516969,37.955,61.24357792122252,Caution
CIPLA,"Cipla Ltd
",Healthcare,76.56,11.34,5.68,1.3014644264888182,37.955,101.7125543406666,Caution
CIPLA,"Cipla Ltd
",Healthcare,59.75,5.93,33.7,0.9399659825083108,37.955,57.423264392043215,Caution
COALINDIA,Coal India Ltd,Materials,76.5,6.82,20.03,8.734240079460438,40.61,88.3772469835016,Caution
COALINDIA,Coal India Ltd,Materials,23.41,11.71,16.21,2.154152391673987,40.61,-42.35409997537552,Discount
COALINDIA,Coal India Ltd,Materials,77.94,9.67,39.51,3.9323776576498446,40.61,91.9231716326028,Caution
COALINDIA,Coal India Ltd,Materials,10.93,0.98,21.27,11.42656749353779,40.61,-73.08544693425264,Discount
DABUR,Dabur India Ltd,Consumer Staples,11.83,8.9,33.07,2.716433516694106,37.735,-68.64979462037897,Discount
DABUR,Dabur India Ltd,Consumer Staples,12.36,12.35,6.51,3.3164865133658106,37.735,-67.24526301841792,Discount
DABUR,Dabur India Ltd,Consumer Staples,78.3,2.21,9.99,4.400726171836393,37.735,107.4996687425467,Caution
DABUR,Dabur India Ltd,Consumer Staples,74.55,11.51,20.37,2.4023543072210765,37.735,97.56194514376573,Caution
DIVISLAB,Divis Laboratories Ltd,Healthcare,74.55,13.82,30.19,0.09436026686586904,37.955,96.41680937952839,Caution
DIVISLAB,Divis Laboratories Ltd,Healthcare,9.75,6.26,21.89,0.12202766508185507,37.955,-74.31168489000132,Discount
DIVISLAB,Divis Laboratories Ltd,Healthcare,15.26,3.01,17.21,0.18645980320187652,37.955,-59.794493479120014,Discount
DIVISLAB,Divis Laboratories Ltd,Healthcare,69.95,12.34,31.81,0.07807910927054937,37.955,84.2971940455803,Caution
DLF,DLF Ltd,Real Estate,11.24,14.12,15.78,0.17569261308879008,49.505,-77.29522270477729,Discount
DLF,DLF Ltd,Real Estate,16.81,4.75,14.05,0.21005245948919146,49.505,-66.04383395616605,Discount
DMART,Avenue Supermarts Ltd,Consumer Discretionary,67.17,4.98,36.17,0.04368688297657454,44.144999999999996,52.15766224940539,Caution
DMART,Avenue Supermarts Ltd,Consumer Discretionary,14.9,12.05,11.12,0.05992965078399729,44.144999999999996,-66.24759315890815,Discount
DMART,Avenue Supermarts Ltd,Consumer Discretionary,12.31,5.66,32.01,0.05148261507324139,44.144999999999996,-72.11462226752747,Discount
DMART,Avenue Supermarts Ltd,Consumer Discretionary,72.53,11.71,36.84,0.08994169599977297,44.144999999999996,64.29946766338205,Caution
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,10.84,10.04,34.68,0.18222661995798387,37.955,-71.43986299565275,Discount
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,15.23,4.3,13.61,0.2207346629552658,37.955,-59.873534448689234,Discount
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,13.03,7.54,16.33,0.15294756565694576,37.955,-65.6698722170992,Discount
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,11.34,10.95,23.9,0.26610992084269347,37.955,-70.12251350283229,Discount
DRREDDY,Dr Reddys Laboratories Ltd,Healthcare,11.73,10.19,14.56,0.1860510237335745,37.955,-69.09498089843235,Discount
EICHERMOT,Eicher Motors Ltd,Consumer Discretionary,70.5,14.42,38.01,1.1362919827422138,44.144999999999996,59.7009853890588,Caution
EICHERMOT,Eicher Motors Ltd,Consumer Discretionary,18.91,9.77,22.08,0.9419796686978543,44.144999999999996,-57.163891720466644,Discount
EICHERMOT,Eicher Motors Ltd,Consumer Discretionary,70.14,9.33,25.09,0.790994839495406,44.144999999999996,58.88549099558276,Caution
EICHERMOT,Eicher Motors Ltd,Consumer Discretionary,17.97,6.97,27.95,0.6605190096246314,44.144999999999996,-59.293238192320764,Discount
EICHERMOT,Eicher Motors Ltd,Consumer Discretionary,24.82,5.49,35.51,1.231451238456944,44.144999999999996,-43.7761920942349,Discount
EICHERMOT,Eicher Motors Ltd,Consumer Discretionary,15.62,13.61,19.29,1.6745219462423597,44.144999999999996,-64.61660437195606,Discount
GAIL,GAIL (India) Ltd,Energy,13.48,0.96,26.22,1.2001525925475633,42.37,-68.1850365824876,Discount
GAIL,GAIL (India) Ltd,Energy,25.86,4.98,34.59,1.1704281544003015,42.37,-38.96624970497994,Discount
GAIL,GAIL (India) Ltd,Energy,66.94,6.52,20.9,0.7789187283392686,42.37,57.9891432617418,Caution
GAIL,GAIL (India) Ltd,Energy,25.84,9.54,33.07,0.8216114921735694,42.37,-39.0134529147982,Discount
GODREJCP,Godrej Consumer Products Ltd,Consumer Staples,19.23,4.8,17.68,0.17803833624946386,37.735,-49.03935338545117,Discount
GRASIM,Grasim Industries Ltd,Industrials,23.28,10.84,11.26,4.57996663072688,49.83,-53.28115593016255,Discount
GRASIM,Grasim Industries Ltd,Industrials,15.68,3.37,31.76,4.467377873224083,49.83,-68.53301224162152,Discount
GRASIM,Grasim Industries Ltd,Industrials,79.35,5.68,15.23,-2.238012165816595,49.83,59.2414208308248,Caution
HAL,Hindustan Aeronautics Ltd,Industrials,8.56,2.01,35.03,0.8401407985764935,49.83,-82.8215934176199,Discount
HAL,Hindustan Aeronautics Ltd,Industrials,11.8,2.43,27.48,0.416326273449297,49.83,-76.31948625326109,Discount
HAVELLS,Havells India Ltd,Industrials,10.08,13.71,36.18,0.047263073157487956,49.83,-79.77122215532812,Discount
HAVELLS,Havells India Ltd,Industrials,28.52,9.54,31.71,0.030416033688651443,49.83,-42.765402368051376,Discount
HAVELLS,Havells India Ltd,Industrials,79.91,10.23,19.2,0.07860464706033563,49.83,60.36524182219546,Caution
HCLTECH,HCL Technologies Ltd,Information Technology,77.74,7.77,10.85,7.541753841045063,49.555,56.87619816365653,Caution
HCLTECH,HCL Technologies Ltd,Information Technology,9.19,2.28,10.69,4.670551574531398,49.555,-81.45494904651397,Discount
HDFCBANK,HDFC Bank Ltd,Financials,63.58,0.79,38.51,-10.872212303082735,37.82,68.11210999471179,Caution
HDFCBANK,HDFC Bank Ltd,Financials,11.64,8.0,17.14,7.404954094898124,37.82,-69.22263352723427,Discount
HDFCBANK,HDFC Bank Ltd,Financials,8.14,1.61,21.19,-1.575675677990123,37.82,-78.47699629825489,Discount
HDFCLIFE,HDFC Life Insurance Company Ltd,Financials,67.68,5.98,13.85,16.938714776162726,37.82,78.95293495505025,Caution
HDFCLIFE,HDFC Life Insurance Company Ltd,Financials,61.1,11.85,10.53,17.81462537878186,37.82,61.55473294553146,Caution
HEROMOTOCO,"Hero MotoCorp Ltd
",Consumer Discretionary,75.71,11.62,38.88,0.4767599730920058,44.144999999999996,71.50300147242044,Caution
HEROMOTOCO,"Hero MotoCorp Ltd
",Consumer Discretionary,66.93,12.26,22.34,0.17239021715341818,44.144999999999996,51.613999320421364,Caution
HEROMOTOCO,"Hero MotoCorp Ltd
",Consumer Discretionary,11.61,7.5,36.98,0.16951596150361253,44.144999999999996,-73.70030581039755,Discount
HINDALCO,Hindalco Industries Ltd,Materials,24.15,12.33,39.34,4.843925461867504,40.61,-40.53188869736518,Discount
HINDALCO,Hindalco Industries Ltd,Materials,9.47,3.28,25.46,4.43436746470668,40.61,-76.68062053681359,Discount
HINDALCO,Hindalco Industries Ltd,Materials,71.42,2.69,7.86,3.5723251996539784,40.61,75.8680128047279,Caution
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,13.37,1.78,25.05,1.5829300750737338,37.735,-64.56870279581291,Discount
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,22.92,6.47,12.11,2.0871226830316654,37.735,-39.260633364250694,Discount
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,14.47,14.18,34.17,2.7509390510434146,37.735,-61.65363720683715,Discount
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,20.69,4.16,13.57,2.079708888565001,37.735,-45.17026633099244,Discount
ICICIBANK,ICICI Bank Ltd,Financials,75.38,9.81,5.65,7.675584939073872,37.82,99.31253305129559,Caution
